
github.com/hashicorp/vault/sdk,v0.5.1,https://github.com/hashicorp/vault/blob/sdk/v0.5.1/sdk/LICENSE,MPL-2.0
github.com/hashicorp/yamux,v0.0.0-20180604194846-3520598351bb,https://github.com/hashicorp/yamux/blob/3520598351bb/LICENSE,MPL-2.0
github.com/imdario/mergo,v0.3.13,https://github.com/imdario/mergo/blob/v0.3.13/LICENSE,BSD-3-Clause
github.com/josharian/intern,v1.0.0,https://github.com/josharian/intern/blob/v1.0.0/license.md,MIT
github.com/json-iterator/go,v1.1.12,https://github.com/json-iterator/go/blob/v1.1.12/LICENSE,MIT
github.com/mailru/easyjson,v0.7.6,https://github.com/mailru/easyjson/blob/v0.7.6/LICENSE,MIT
github.com/mattn/go-colorable,v0.1.6,https://github.com/mattn/go-colorable/blob/v0.1.6/LICENSE,MIT
github.com/mattn/go-isatty,v0.0.12,https://github.com/mattn/go-isatty/blob/v0.0.12/LICENSE,MIT
github.com/matttproud/golang_protobuf_extensions/pbutil,v1.0.2-0.20181231171920-c182affec369,https://github.com/matttproud/golang_protobuf_extensions/blob/c182affec369/LICENSE,Apache-2.0
github.com/mitchellh/copystructure,v1.0.0,https://github.com/mitchellh/copystructure/blob/v1.0.0/LICENSE,MIT
github.com/mitchellh/go-homedir,v1.1.0,https://github.com/mitchellh/go-homedir/blob/v1.1.0/LICENSE,MIT
github.com/mitchellh/go-testing-interface,v1.0.0,https://github.com/mitchellh/go-testing-interface/blob/v1.0.0/LICENSE,MIT
github.com/mitchellh/mapstructure,v1.5.0,https://github.com/mitchellh/mapstructure/blob/v1.5.0/LICENSE,MIT
github.com/mitchellh/reflectwalk,v1.0.0,https://github.com/mitchellh/reflectwalk/blob/v1.0.0/LICENSE,MIT
github.com/modern-go/concurrent,v0.0.0-20180306012644-bacd9c7ef1dd,https://github.com/modern-go/concurrent/blob/bacd9c7ef1dd/LICENSE,Apache-2.0
github.com/modern-go/reflect2,v1.0.2,https://github.com/modern-go/reflect2/blob/v1.0.2/LICENSE,Apache-2.0
github.com/munnerz/goautoneg,v0.0.0-20191010083416-a7dc8b61c822,https://github.com/munnerz/goautoneg/blob/a7dc8b61c822/LICENSE,BSD-3-Clause
github.com/oklog/run,v1.0.0,https://github.com/oklog/run/blob/v1.0.0/LICENSE,Apache-2.0
github.com/pierrec/lz4,v2.5.2,https://github.com/pierrec/lz4/blob/v2.5.2/LICENSE,BSD-3-Clause
github.com/pkg/errors,v0.9.1,https://github.com/pkg/errors/blob/v0.9.1/LICENSE,BSD-2-Clause
github.com/pmezard/go-difflib/difflib,v1.0.0,https://github.com/pmezard/go-difflib/blob/v1.0.0/LICENSE,BSD-3-Clause
github.com/prometheus/client_golang/prometheus,v1.13.0,https://github.com/prometheus/client_golang/blob/v1.13.0/LICENSE,Apache-2.0
github.com/prometheus/client_model/go,v0.2.0,https://github.com/prometheus/client_model/blob/v0.2.0/LICENSE,Apache-2.0
github.com/prometheus/common,v0.37.0,https://github.com/prometheus/common/blob/v0.37.0/LICENSE,Apache-2.0
github.com/prometheus/common/internal/bitbucket.org/ww/goautoneg,v0.37.0,https://github.com/prometheus/common/blob/v0.37.0/internal/bitbucket.org/ww/goautoneg/README.txt,BSD-3-Clause
github.com/prometheus/procfs,v0.8.0,https://github.com/prometheus/procfs/blob/v0.8.0/LICENSE,Apache-2.0
github.com/ryanuber/go-glob,v1.0.0,https://github.com/ryanuber/go-glob/blob/v1.0.0/LICENSE,MIT
github.com/spf13/cast,v1.5.0,https://github.com/spf13/cast/blob/v1.5.0/LICENSE,MIT
github.com/spf13/pflag,v1.0.5,https://github.com/spf13/pflag/blob/v1.0.5/LICENSE,BSD-3-Clause
github.com/stretchr/objx,v0.4.0,https://github.com/stretchr/objx/blob/v0.4.0/LICENSE,MIT
github.com/stretchr/testify/assert,v1.8.0,https://github.com/stretchr/testify/blob/v1.8.0/LICENSE,MIT
github.com/xdg/stringprep,v1.0.3,https://github.com/xdg/stringprep/blob/v1.0.3/LICENSE,Apache-2.0
go.uber.org/atomic,v1.9.0,https://github.com/uber-go/atomic/blob/v1.9.0/LICENSE.txt,MIT
go.uber.org/multierr,v1.6.0,https://github.com/uber-go/multierr/blob/v1.6.0/LICENSE.txt,MIT
go.uber.org/zap,v1.22.0,https://github.com/uber-go/zap/blob/v1.22.0/LICENSE.txt,MIT
gomodules.xyz/jsonpatch/v2,v2.2.0,https://github.com/gomodules/jsonpatch/blob/v2.2.0/v2/LICENSE,Apache-2.0
google.golang.org/genproto/googleapis/rpc/status,v0.0.0-20220628213854-d9e0b6570c03,https://github.com/googleapis/go-genproto/blob/d9e0b6570c03/LICENSE,Apache-2.0
google.golang.org/grpc,v1.47.0,https://github.com/grpc/grpc-go/blob/v1.47.0/LICENSE,Apache-2.0
google.golang.org/protobuf,v1.28.1,https://github.com/protocolbuffers/protobuf-go/blob/v1.28.1/LICENSE,BSD-3-Clause
gopkg.in/inf.v0,v0.9.1,https://github.com/go-inf/inf/blob/v0.9.1/LICENSE,BSD-3-Clause
gopkg.in/square/go-jose.v2,v2.5.1,https://github.com/square/go-jose/blob/v2.5.1/LICENSE,Apache-2.0
gopkg.in/square/go-jose.v2/json,v2.5.1,https://github.com/square/go-jose/blob/v2.5.1/json/LICENSE,BSD-3-Clause
gopkg.in/yaml.v2,v2.4.0,https://github.com/go-yaml/yaml/blob/v2.4.0/LICENSE,Apache-2.0
gopkg.in/yaml.v3,v3.0.1,https://github.com/go-yaml/yaml/blob/v3.0.1/LICENSE,MIT
k8s.io/api,v0.24.8,https://github.com/kubernetes/api/blob/v0.24.8/LICENSE,Apache-2.0
k8s.io/apiextensions-apiserver/pkg/apis/apiextensions,v0.24.2,https://github.com/kubernetes/apiextensions-apiserver/blob/v0.24.2/LICENSE,Apache-2.0
k8s.io/apimachinery/pkg,v0.24.8,https://github.com/kubernetes/apimachinery/blob/v0.24.8/LICENSE,Apache-2.0
k8s.io/apimachinery/third_party/forked/golang,v0.24.8,https://github.com/kubernetes/apimachinery/blob/v0.24.8/third_party/forked/golang/LICENSE,BSD-3-Clause
k8s.io/client-go,v0.24.8,https://github.com/kubernetes/client-go/blob/v0.24.8/LICENSE,Apache-2.0
k8s.io/component-base/config,v0.24.2,https://github.com/kubernetes/component-base/blob/v0.24.2/LICENSE,Apache-2.0
k8s.io/klog/v2,v2.60.1,https://github.com/kubernetes/klog/blob/v2.60.1/LICENSE,Apache-2.0
k8s.io/kube-openapi/pkg,v0.0.0-20220328201542-3ee0da9b0b42,https://github.com/kubernetes/kube-openapi/blob/3ee0da9b0b42/LICENSE,Apache-2.0
k8s.io/kube-openapi/pkg/validation/spec,v0.0.0-20220328201542-3ee0da9b0b42,https://github.com/kubernetes/kube-openapi/blob/3ee0da9b0b42/pkg/validation/spec/LICENSE,Apache-2.0
k8s.io/utils,v0.0.0-20220210201930-3a6ce19ff2f9,https://github.com/kubernetes/utils/blob/3a6ce19ff2f9/LICENSE,Apache-2.0
k8s.io/utils/internal/third_party/forked/golang/net,v0.0.0-20220210201930-3a6ce19ff2f9,https://github.com/kubernetes/utils/blob/3a6ce19ff2f9/internal/third_party/forked/golang/LICENSE,BSD-3-Clause
sigs.k8s.io/controller-runtime,v0.12.3,https://github.com/kubernetes-sigs/controller-runtime/blob/v0.12.3/LICENSE,Apache-2.0
sigs.k8s.io/json,v0.0.0-20211208200746-9f7c6b3444d2,https://github.com/kubernetes-sigs/json/blob/9f7c6b3444d2/LICENSE,Apache-2.0
sigs.k8s.io/structured-merge-diff/v4,v4.2.1,https://github.com/kubernetes-sigs/structured-merge-diff/blob/v4.2.1/LICENSE,Apache-2.0
sigs.k8s.io/yaml,v1.3.0,https://github.com/kubernetes-sigs/yaml/blob/v1.3.0/LICENSE,MIT
